2,1
4,1
6,TRIV
8,ALG
10,1
12,TRIV
14,1
16,1
18,TRIV
20,1
22,2
24,TRIV
26,1
28,2
30,TRIV
32,1
34,1
36,TRIV
38,TRIV
40,1
42,TRIV
44,1
46,1
48,TRIV
50,12
52,1
54,TRIV
56,1
58,2
60,TRIV
62,1
64,TRIV
66,TRIV
68,2
70,1
72,TRIV
74,1
76,1
78,TRIV
80,1
82,1
84,TRIV
86,1
88,22
90,TRIV
92,2
94,2
96,TRIV
98,2
100,1
102,TRIV
104,1
106,4
108,TRIV
110,1
112,1
114,TRIV
116,TRIV
118,3
120,TRIV
122,1
124,1
126,TRIV
128,2
130,1
132,TRIV
134,2
136,1
138,TRIV
140,1
142,TRIV
144,TRIV
146,1
148,2
150,TRIV
152,1
154,1
156,TRIV
158,2
160,3
162,TRIV
164,1
166,1
168,TRIV
170,1
172,1
174,TRIV
176,124
178,2
180,TRIV
182,2
184,1
186,TRIV
188,27
190,2
192,TRIV
194,TRIV
196,1
198,TRIV
200,1
202,1
204,TRIV
206,1
208,2
210,TRIV
212,1
214,1
216,TRIV
218,2
220,TRIV
222,TRIV
224,1
226,4
228,TRIV
230,1
232,4
234,TRIV
236,1
238,2
240,TRIV
242,1
244,1
246,TRIV
248,2
250,1
252,TRIV
254,1
256,1
258,TRIV
260,4
262,2
264,TRIV
266,1
268,2
270,TRIV
272,TRIV
274,REM
276,TRIV
278,3
280,1
282,TRIV
284,1
286,1
288,TRIV
290,1
292,2
294,TRIV
296,3
298,TRIV
300,TRIV
302,2
304,1
306,TRIV
308,3
310,1
312,TRIV
314,3
316,16
318,TRIV
320,1
322,1
324,TRIV
326,1
328,3
330,TRIV
332,1
334,2
336,TRIV
338,3
340,1
342,TRIV
344,10
346,1
348,TRIV
350,TRIV
352,1
354,TRIV
356,1
358,2
360,TRIV
362,1
364,2
366,TRIV
368,2
370,1
372,TRIV
374,1
376,TRIV
378,TRIV
380,2
382,1
384,TRIV
386,4
388,2
390,TRIV
392,1
394,1
396,TRIV
398,7
400,2
402,TRIV
404,1
406,1
408,TRIV
410,5
412,1
414,TRIV
416,1
418,3
420,TRIV
422,1
424,2
426,TRIV
428,TRIV
430,1
432,TRIV
434,1
436,1
438,TRIV
440,1
442,2
444,TRIV
446,3
448,30
450,TRIV
452,1
454,TRIV
456,TRIV
458,2
460,1
462,TRIV
464,1
466,3
468,TRIV
470,4
472,1
474,TRIV
476,1
478,3
480,TRIV
482,1
484,2
486,TRIV
488,2
490,3
492,TRIV
494,1
496,1
498,TRIV
500,2
502,2
504,TRIV
506,TRIV
508,2
510,TRIV
512,ALG
514,1
516,TRIV
518,3
520,1
522,TRIV
524,9
526,REM
528,TRIV
530,1
532,TRIV
534,TRIV
536,1
