1,1
3,TRIV
5,1
7,2
9,TRIV
11,1
13,1
15,TRIV
17,3
19,1
21,TRIV
23,1
25,1
27,TRIV
29,1
31,200
33,TRIV
35,1
37,3
39,TRIV
41,1
43,1
45,TRIV
47,3
49,1
51,TRIV
53,1
55,1
57,TRIV
59,2
61,1
63,TRIV
65,1
67,TRIV
69,TRIV
71,1
73,2
75,TRIV
77,2
79,1
81,TRIV
83,1
85,1
87,TRIV
89,1
91,1
93,TRIV
95,1
97,2
99,TRIV
101,TRIV
103,10
105,TRIV
107,2
109,1
111,TRIV
113,1
115,2
117,TRIV
119,1
121,1
123,TRIV
125,2
127,10
129,TRIV
131,1
133,1
135,TRIV
137,2
139,1
141,TRIV
143,2
145,1
147,TRIV
149,1
151,11
153,TRIV
155,1
157,8
159,TRIV
161,1
163,1
165,TRIV
167,2
169,TRIV
171,TRIV
173,1
175,1
177,TRIV
179,1
181,1
183,TRIV
185,2
187,42
189,TRIV
191,4
193,1
195,TRIV
197,2
199,2
201,TRIV
203,TRIV
205,1
207,TRIV
209,1
211,1
213,TRIV
215,1
217,2
219,TRIV
221,1
223,1
225,TRIV
227,267
229,6
231,TRIV
233,1
235,3
237,TRIV
239,1
241,3
243,TRIV
245,1
247,2
249,TRIV
251,1
253,1
255,TRIV
257,3
259,1
261,TRIV
263,1
265,1
267,TRIV
269,2
271,TRIV
273,TRIV
275,1
277,2
279,TRIV
281,3
283,2
285,TRIV
287,4
289,1
291,TRIV
293,1
295,1
297,TRIV
299,1
301,3
303,TRIV
305,TRIV
307,2
309,TRIV
311,3
313,1
315,TRIV
317,2
319,1
321,TRIV
323,2
325,8
327,TRIV
329,1
331,1
333,TRIV
335,1
337,2
339,TRIV
341,1
343,4
345,TRIV
347,4
349,1
351,TRIV
353,2
355,1
357,TRIV
359,2
361,1
363,TRIV
365,1
367,2
369,TRIV
371,1
373,TRIV
375,TRIV
377,2
379,1
381,TRIV
383,1
385,2
387,TRIV
389,3
391,1
393,TRIV
395,2
397,3
399,TRIV
401,1
403,1
405,TRIV
407,TRIV
409,2
411,TRIV
413,1
415,1
417,TRIV
419,2
421,1
423,TRIV
425,1
427,2
429,TRIV
431,1
433,2
435,TRIV
437,2
439,1
441,TRIV
443,1
445,1
447,TRIV
449,1
451,5
453,TRIV
455,3
457,8
459,TRIV
461,1
463,2
465,TRIV
467,3
469,1
471,TRIV
473,1
475,TRIV
477,TRIV
479,3
481,1
483,TRIV
485,1
487,2
489,TRIV
491,1
493,REM
495,TRIV
497,2
499,2
501,TRIV
503,1
505,1
507,TRIV
509,TRIV
511,3
513,TRIV
515,2
517,7
519,TRIV
521,3
523,1
525,TRIV
527,3
529,1
531,TRIV
533,2
535,2
537,TRIV
539,1
541,3
543,TRIV
545,1
547,3
549,TRIV
551,1
553,1
555,TRIV
557,2
559,1
561,TRIV
563,2
565,3
567,TRIV
569,1
